model_family,feature_type,rows_used,holdout_roc_auc,holdout_f1,holdout_precision,holdout_recall,holdout_ap,cv_roc_auc_mean,cv_roc_auc_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_ap_mean,cv_ap_std,notes
xgboost,raw_tabular_reference,975,0.9961538461538461,0.970873786407767,0.9803921568627451,0.9615384615384616,0.9984350240743745,0.997084655035686,0.0022988398503582955,0.9799927955879572,0.013241436950522725,0.9914626586684723,0.008094608189832103,0.9689432989690723,0.0208125538486829,0.9988219763428712,0.0009541646620500328,"Deduplicated before split; preprocessing and CV fit only on training data. Reference baseline only: the published ASD label is deterministically derived from questionnaire answers, so raw-questionnaire performance should not be interpreted as independent generalization evidence. CV-guided XGBoost params: {""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 500, ""reg_lambda"": 1.0, ""subsample"": 0.9}."
xgboost,raw_plus_graph,975,0.9938348416289593,0.9620853080568721,0.9485981308411215,0.9759615384615384,0.9975413768452075,0.9962960117631509,0.0020660367620435405,0.969401824502907,0.009552182535769995,0.9852500376773795,0.010436654685381741,0.954381443298969,0.019436324044507607,0.9984956628135236,0.000837068991579589,"Leakage-safe protocol: train-only graph fit plus unlabeled test embedding refresh. Reference baseline only: the published ASD label is deterministically derived from questionnaire answers, so raw-questionnaire performance should not be interpreted as independent generalization evidence. CV-guided XGBoost params: {""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 2, ""n_estimators"": 700, ""reg_lambda"": 2.0, ""subsample"": 0.8}."
xgboost,graph_embedding,975,0.48546380090497737,0.7813163481953291,0.6996197718631179,0.8846153846153846,0.7177014529758547,0.7390756344171294,0.018287617597550602,0.8198631330180728,0.01402375293626281,0.782531969824886,0.02106462707231678,0.8613187285223368,0.01371237367885139,0.8660143244976306,0.01721415854237343,"Leakage-safe protocol: deduplicate, split first, build graph on training set only, infer unlabeled test embeddings from the train graph. CV-guided XGBoost params: {""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 4, ""n_estimators"": 250, ""reg_lambda"": 2.0, ""subsample"": 0.9}."
